Dato,Tid,Globalstraling,Solskinstid,Lufttemperatur,"Relativ luftfuktighet",Vindretning,Vindstyrke,Lufttrykk,Vindkast
2023-06-09,13:31,565,10,20.7,46,289,2.9,1015.7,5.4
2023-06-09,13:41,508.1,10,20.4,45,299,2.2,1015.4,6
2023-06-09,13:51,532.7,10,19,49,325,3.7,1015.7,5.7
2023-06-09,14:01,599.6,10,19.2,50,330,4.7,1015.9,6
2023-06-09,14:11,556,10,19.1,52,331,4.6,1015.9,6.3
2023-06-09,14:21,540.3,10,18.8,53,331,5.1,1015.7,7.5
2023-06-09,14:31,531,10,18.7,54,334,5.5,1015.9,8.1
2023-06-09,14:41,601.7,10,18.1,54,327,5.5,1016,7.5
2023-06-09,14:51,639.8,10,18.7,52,329,4.3,1016,6.3
2023-06-09,15:01,535.5,10,18.7,53,322,4.3,1016,6
2023-06-09,15:11,656.5,10,18.2,53,316,3.7,1016.2,6
2023-06-09,15:21,565.5,10,18.2,54,318,3.8,1015.9,6
2023-06-09,15:31,620.9,10,18.2,56,319,4.3,1016.2,6
2023-06-09,15:41,373.8,10,18,58,326,4.6,1016.4,6.3
2023-06-09,15:51,290.1,10,17.5,58,320,3.9,1016.2,5.7
2023-06-09,16:01,303.5,8.7,17.3,59,326,4.3,1016.2,5.7
2023-06-09,16:11,417.4,10,17,60,332,4.6,1016.4,6.6
2023-06-09,16:21,459.3,10,16.7,61,324,5.1,1016.4,6.9
2023-06-09,16:31,461.1,10,17.3,62,327,5.2,1016.4,6.9
2023-06-09,16:41,459,10,16.9,62,327,4.9,1016.7,6.9
2023-06-09,16:51,415.2,10,16.9,62,339,4.3,1016.5,6
2023-06-09,17:01,342.2,10,17,62,334,4.2,1016.5,5.7
2023-06-09,17:11,341.4,10,16.5,64,321,4.2,1016.7,6
2023-06-09,17:21,331.2,10,16.6,63,312,4,1016.7,5.7
2023-06-09,17:31,266.2,10,16.5,63,305,3.1,1016.7,5.4
2023-06-09,17:41,228.2,10,16.5,64,302,3.5,1016.7,5.4
2023-06-09,17:51,290.4,10,16.1,64,308,3.8,1016.7,5.4
2023-06-09,18:01,205.8,9.7,16.6,64,310,3,1016.7,4.8
2023-06-09,18:11,136.3,0,16,65,307,3.4,1016.7,5.4
2023-06-09,18:21,138.4,3.3,15.9,65,303,3.1,1016.7,4.8
2023-06-09,18:31,140.3,7.7,16,65,300,3.1,1016.9,5.4
2023-06-09,18:41,178.9,10,15.8,65,301,2.8,1017,5.1
2023-06-09,18:51,130.6,10,15.6,65,299,2.8,1017,4.5
2023-06-09,19:01,133.7,10,15.5,65,298,2.8,1016.7,5.1
2023-06-09,19:11,103.1,10,15.3,66,306,3.1,1017,4.8
2023-06-09,19:21,94.4,10,15.2,67,307,3,1017,5.1
2023-06-09,19:31,70.4,3,15.2,67,315,3.1,1017,4.5
2023-06-09,19:41,52.7,0,15.1,67,310,2.5,1017.2,5.1
2023-06-09,19:51,47.7,0,15.1,69,308,2.6,1017.2,4.8
2023-06-09,20:01,40.7,0,15,69,308,2.5,1017.2,3.6
2023-06-09,20:11,35.3,0,14.9,69,302,2.3,1017.4,3.9
2023-06-09,20:21,24.1,0,14.9,70,299,2,1017.4,3.3
2023-06-09,20:31,17.5,0,14.7,70,294,2.2,1017.4,3.3
2023-06-09,20:41,9.9,0,14.7,70,298,1.4,1017.4,3
2023-06-09,20:51,5.5,0,14.6,70,288,1.6,1017.4,2.7
2023-06-09,21:01,2.4,0,14.3,71,285,0.8,1017.4,1.8
2023-06-09,21:11,1.3,0,14.2,71,280,1.4,1017.4,2.4
2023-06-09,21:21,0.5,0,14.2,72,284,1.9,1017.4,2.7
2023-06-09,21:31,-0.3,0,14.2,72,286,1.7,1017.4,2.4
2023-06-09,21:41,-1.2,0,14,72,280,1.1,1017.4,1.8
2023-06-09,21:51,-1.6,0,13.8,74,252,0.8,1017.4,1.2
2023-06-09,22:01,-1.4,0,13.9,74,278,0.8,1017.4,1.5
2023-06-09,22:11,-1.9,0,13.6,74,294,0.4,1017.4,0.9
2023-06-09,22:21,-1.8,0,13.4,76,294,0.6,1017.4,1.2
2023-06-09,22:31,-1.7,0,13.2,77,278,1,1017.4,1.5
2023-06-09,22:41,-1.6,0,13.1,77,129,0.8,1017.4,1.2
2023-06-09,22:51,-1.6,0,12.9,79,128,0.8,1017.4,1.5
2023-06-09,23:01,-1.3,0,12.7,79,131,1.3,1017.5,2.1
2023-06-09,23:11,-1.5,0,12.6,80,144,0.7,1017.7,1.5
2023-06-09,23:21,-1.4,0,12.5,80,144,,1017.7,1.2
2023-06-09,23:31,-1.1,0,12.5,81,144,0.8,1017.7,1.2
2023-06-09,23:41,-1,0,12.4,81,140,1,1017.7,1.8
2023-06-09,23:51,-1,0,12.3,82,127,1,1017.7,1.5
2023-06-10,00:01,-0.8,0,12.4,82,174,0.9,1017.9,1.2
2023-06-10,00:11,-1,0,12.3,82,151,0.9,1017.9,1.5
2023-06-10,00:21,-1,0,12.2,83,136,1.2,1017.9,1.8
2023-06-10,00:31,-0.8,0,12.3,83,132,1.5,1017.9,1.8
2023-06-10,00:41,-0.8,0,12.3,83,141,1.4,1017.9,2.1
2023-06-10,00:51,-1.1,0,12.1,83,140,1.3,1017.9,1.8
2023-06-10,01:01,-1.2,0,12,83,148,0.8,1017.9,1.2
2023-06-10,01:11,-1.3,0,12,83,148,0.6,1018,1.2
2023-06-10,01:21,-1.3,0,11.8,84,148,0.6,1018,0.9
2023-06-10,01:31,-0.9,0,11.8,85,148,0.8,1018,1.2
2023-06-10,01:41,-0.7,0,11.8,85,148,0.8,1018,1.5
2023-06-10,01:51,-0,0,11.9,85,148,1.1,1018,1.8
2023-06-10,02:01,0.3,0,11.5,85,148,1.3,1017.9,1.8
2023-06-10,02:11,,0,11.5,86,140,1.3,1017.9,2.1
2023-06-10,02:21,2.5,0,11.5,86,132,1,1017.9,1.8
2023-06-10,02:31,3.8,0,11.4,85,139,0.8,1017.9,1.5
2023-06-10,02:41,6.6,0,11.4,86,140,0.5,1017.9,1.2
2023-06-10,02:51,10,0,11.3,86,140,0.5,1017.9,0.9
2023-06-10,03:01,13.4,0,11.2,87,140,0.5,1017.7,0.9
2023-06-10,03:11,16.9,0,11.2,87,140,0.8,1017.7,1.2
2023-06-10,03:21,20.7,0,11.3,88,140,0.8,1017.7,1.2
2023-06-10,03:31,24,0,11.3,88,140,0.6,1017.7,0.9
2023-06-10,03:41,27.5,0,11.2,87,140,0.5,1017.7,1.2
2023-06-10,03:51,30.8,0,11.1,87,140,0.2,1017.9,0.6
2023-06-10,04:01,34.2,0,11,87,140,0,1017.9,0.3
2023-06-10,04:11,37.8,0,11.3,88,140,0.4,1017.9,0.6
2023-06-10,04:21,85.9,5.7,11.5,88,140,0.6,1017.9,1.2
2023-06-10,04:31,142.6,10,12.3,88,140,0.6,1017.9,0.9
2023-06-10,04:41,149.6,10,13.2,87,140,0.4,1017.9,0.9
2023-06-10,04:51,154.3,10,14.7,84,140,0.2,1017.9,0.6
2023-06-10,05:01,145.2,10,15.3,77,140,0.2,1017.7,0.9
2023-06-10,05:11,205.6,10,15,73,140,0.2,1017.7,0.6
2023-06-10,05:21,234,10,16,71,140,0.2,1017.7,0.6
2023-06-10,05:31,255.1,10,15,71,,0.5,1017.5,0.9
2023-06-10,05:41,276.4,10,15.6,71,140,0.5,1017.5,0.9
2023-06-10,05:51,297,10,15.7,70,140,0.5,1017.4,1.2
2023-06-10,06:01,317.6,10,16,71,140,0.6,1017.4,1.2
2023-06-10,06:11,336.9,10,16.8,67,140,0.5,1017.4,1.2
2023-06-10,06:21,360,10,16.2,68,132,0.7,1017.4,1.5
2023-06-10,06:31,380.7,10,16.8,67,105,0.6,1017.4,1.8
2023-06-10,06:41,400,10,17.7,65,75,0.5,1017.4,1.2
2023-06-10,06:51,424.6,10,17.5,64,112,0.6,1017.2,1.5
2023-06-10,07:01,447.5,10,18.2,63,104,0.6,1017.2,1.5
2023-06-10,07:11,467.5,10,18.3,61,88,0.8,1017.4,1.8
2023-06-10,07:21,487.3,10,19.9,58,74,0.4,1017.4,1.5
2023-06-10,07:31,509.5,10,20.2,53,150,0.6,1017.2,1.5
2023-06-10,07:41,525.1,10,20.3,47,100,0.7,1017,1.8
2023-06-10,07:51,545.7,10,19.8,39,113,1.6,1017.2,4.5
2023-06-10,08:01,570.1,10,20.2,39,136,3.1,1017.2,6.6
2023-06-10,08:11,593.1,10,20.1,37,147,3.9,1017.2,6.9
2023-06-10,08:21,612.1,10,20.4,37,135,3.5,1017.2,7.2
2023-06-10,08:31,632.3,10,20.5,37,142,4,1016.9,6.6
2023-06-10,08:41,651,10,20.2,37,140,3.7,1017,7.2
2023-06-10,08:51,685.7,10,20.5,38,131,4.6,1016.7,7.2
2023-06-10,09:01,615.4,7,20.5,37,129,3.5,1017,5.4
2023-06-10,09:11,658.6,7.7,20.7,37,137,4.5,1016.9,6.3
2023-06-10,09:21,601.7,7.3,21,36,125,3.4,1017,6.6
2023-06-10,09:31,583,6.3,20.7,37,168,4.3,1017,8.1
2023-06-10,09:41,449.5,3,21.1,37,170,4.4,1016.9,6.9
2023-06-10,09:51,550.5,6.7,20.8,38,169,4.9,1017.4,8.1
2023-06-10,10:01,504.1,5,20.9,39,169,5.1,1017.4,9
2023-06-10,10:11,824.4,10,21.2,38,165,6.1,1017.4,10.7
2023-06-10,10:21,807.4,10,21.5,37,164,5.1,1017.4,9
2023-06-10,10:31,796.8,10,21.4,38,165,6,1017.4,9
2023-06-10,10:41,792.1,10,21.4,37,161,4.6,1017.2,8.1
2023-06-10,10:51,797.6,10,21.4,37,152,5.5,1017.2,9.9
2023-06-10,11:01,803.9,10,21.6,37,150,6,1017.4,10.2
2023-06-10,11:11,805.2,10,21.6,37,147,6,1017.4,9
2023-06-10,11:21,808.4,10,21.8,36,144,5.3,1017.2,8.1
2023-06-10,11:31,774.9,10,21.5,36,155,5.5,1017.4,9.3
2023-06-10,11:41,796.4,10,21.9,37,146,4.6,1017.4,8.1
2023-06-10,11:51,797.6,10,21.5,42,188,4.4,1017.5,10.2
2023-06-10,12:01,789.4,10,20.2,44,214,4,1017.7,9
2023-06-10,12:11,780.5,10,20.8,44,226,3.6,1018,7.8
2023-06-10,12:21,775.3,10,19.7,43,192,4.2,1018,8.1
2023-06-10,12:31,765.7,10,19.9,43,188,3.7,1018.2,7.2
2023-06-10,12:41,759,10,19.5,42,177,3.4,1018,6.6
2023-06-10,12:51,753.5,10,19.1,43,169,4.5,1018.2,9.3
2023-06-10,13:01,748.2,10,18.5,44,181,6.3,1018.4,10.4
2023-06-10,13:11,741.6,10,18.5,45,191,5.7,1018.6,11
2023-06-10,13:21,741.3,10,18.7,44,205,4,1018.6,8.1
2023-06-10,13:31,731.9,10,18.9,43,201,3.3,1018.6,6
2023-06-10,13:41,712.3,10,19.2,44,163,3.7,1018.6,6.9
2023-06-10,13:51,733.5,10,19.2,44,158,3.4,1018.2,5.7
2023-06-10,14:01,726.6,10,19.1,43,159,2.8,1018.4,5.7
2023-06-10,14:11,737,10,18.8,45,150,4.2,1018.4,7.2
2023-06-10,14:21,730.9,10,18.7,46,148,4.8,1018,7.8
2023-06-10,14:31,724.9,10,18.5,46,143,4.9,1018.2,7.5
2023-06-10,14:41,719.7,10,18.8,46,138,3.8,1018,6.6
2023-06-10,14:51,693.5,10,18.6,46,148,5.7,1018.4,9
2023-06-10,15:01,659.7,10,18.5,46,156,5.5,1018.2,7.5
2023-06-10,15:11,599.1,10,18.6,47,158,5.7,1018,8.1
2023-06-10,15:21,612.6,10,18.5,48,167,6,1018.4,7.5
2023-06-10,15:31,514.4,10,18.5,48,157,5.5,1018,7.8
2023-06-10,15:41,523.6,10,18.6,48,158,5.5,1018.2,7.8
2023-06-10,15:51,535.6,10,18.4,46,166,4.4,1018.2,7.8
2023-06-10,16:01,523.2,10,18.3,47,149,6.2,1018.2,9.9
2023-06-10,16:11,499.8,10,18.3,46,144,4.6,1018.2,7.8
2023-06-10,16:21,484.1,10,18.2,47,149,6,1018,8.7
2023-06-10,16:31,448.7,10,18,47,143,5.2,1018.2,8.4
2023-06-10,16:41,429.6,10,18.1,47,141,4.3,1018,6.9
2023-06-10,16:51,379.6,10,17.9,48,152,5.5,1018.2,9.9
2023-06-10,17:01,342.7,10,18.2,48,159,4.3,1018.6,7.8
2023-06-10,17:11,347.2,10,17.8,51,155,4.4,1018.7,7.8
2023-06-10,17:21,308.2,10,17.7,53,153,4,1018.4,6.3
2023-06-10,17:31,289.2,10,17.8,54,143,2.8,1018.4,6
2023-06-10,17:41,281.5,10,17.5,56,167,3.4,1018.4,7.2
2023-06-10,17:51,290.8,10,17.4,56,171,2.8,1018.4,6
2023-06-10,18:01,241.7,10,17.4,56,160,2.8,1018.4,5.1
2023-06-10,18:11,213.1,10,17.7,57,149,2.3,1018.2,4.5
2023-06-10,18:21,150.8,10,17.5,56,171,2.1,1018.2,3.6
2023-06-10,18:31,98,10,17.2,56,158,2.6,1018.7,4.8
2023-06-10,18:41,76.5,4,17.2,57,150,2.9,1018.6,5.1
2023-06-10,18:51,69.9,2.3,16.9,58,164,2.5,1018.7,4.8
2023-06-10,19:01,98.9,10,16.9,58,160,2.5,1018.7,3.9
2023-06-10,19:11,69.3,0.7,16.9,59,156,2.2,1018.7,3.3
2023-06-10,19:21,67.8,0,16.7,59,166,2,1018.6,3
2023-06-10,19:31,87.8,8.7,16.6,60,140,1.8,1018.6,3.3
2023-06-10,19:41,90,10,16.6,61,133,1.7,1018.7,2.7
2023-06-10,19:51,68.5,10,16.7,61,148,1.8,1018.7,3
2023-06-10,20:01,49.9,10,16.6,,139,1.5,1018.7,2.4
2023-06-10,20:11,40.8,10,16.6,61,133,1.7,1018.6,2.7
2023-06-10,20:21,24.6,0,16.6,61,145,1.6,1018.6,2.7
2023-06-10,20:31,16.4,0,16.5,61,146,1.4,1018.6,2.1
2023-06-10,20:41,11.4,0,16.6,60,137,2,1018.6,2.7
2023-06-10,20:51,5.7,0,16.7,61,152,1.4,1018.7,2.4
2023-06-10,21:01,2.3,0,16.4,61,150,1.2,1018.7,2.1
2023-06-10,21:11,0.4,0,16.4,61,146,1.1,1018.7,1.8
2023-06-10,21:21,-0.3,0,16.3,62,131,1.9,1018.7,2.4
2023-06-10,21:31,-0.7,0,16.1,64,133,2,1018.7,2.7
2023-06-10,21:41,-0.9,0,16.2,62,133,2.1,1018.7,2.7
2023-06-10,21:51,-1.3,0,15.8,64,136,1.8,1018.6,2.7
2023-06-10,22:01,-1.4,0,15.7,65,132,1.7,1018.6,2.7
2023-06-10,22:11,-1.2,0,15.7,64,147,1.5,1018.6,2.4
2023-06-10,22:21,-1.2,0,15.3,65,135,1.9,1018.6,3
2023-06-10,22:31,-0.9,0,15.5,63,127,2.7,1018.6,3.6
2023-06-10,22:41,-1,0,15.8,61,136,1.9,1018.6,3
2023-06-10,22:51,-1.6,0,15.3,63,155,1,1018.7,2.1
2023-06-10,23:01,-1.4,0,15.6,60,157,0.8,1018.6,1.5
2023-06-10,23:11,-1.4,0,15.4,59,126,1.3,1018.6,2.4
2023-06-10,23:21,-1.2,0,15.4,59,131,1.6,1018.6,2.1
2023-06-10,23:31,-1,0,15.2,61,141,1.1,1018.6,1.8
2023-06-10,23:41,-1,0,15.1,62,145,1,1018.4,1.8
2023-06-10,23:51,-0.6,0,15.2,57,129,1.8,1018.4,2.7
2023-06-11,00:01,-0.8,0,15,57,123,1.8,1018.4,2.4
2023-06-11,00:11,-0.9,0,15.1,56,125,1.9,1018.4,2.4
2023-06-11,00:21,-0.6,0,15.2,55,125,1.9,1018.4,2.4
2023-06-11,00:31,-0.8,0,14.8,58,128,1.9,1018.4,2.7
2023-06-11,00:41,-0.9,0,14.6,61,140,1.4,1018.4,2.1
2023-06-11,00:51,-0.6,0,15.2,56,149,1.6,1018.4,2.4
2023-06-11,01:01,-0.7,0,15.1,56,131,1.3,1018.4,2.1
2023-06-11,01:11,-0.9,0,14.7,59,132,1.4,1018.2,2.1
2023-06-11,01:21,-0.4,0,14.9,57,133,1.5,1018.2,2.1
2023-06-11,01:31,-0.1,0,15,57,153,1.4,1018.2,1.8
2023-06-11,01:41,-0,0,14.7,58,138,1.6,1018.2,2.7
2023-06-11,01:51,-0.5,0,14,64,120,1.2,1018.2,2.1
2023-06-11,02:01,0.1,0,14,63,167,1,1018,1.5
2023-06-11,02:11,1.2,0,13.8,64,196,0.4,1018,0.9
2023-06-11,02:21,2.7,0,13.8,65,201,0.2,1017.9,0.9
2023-06-11,02:31,4.7,0,14.1,62,202,0.5,1017.9,0.9
2023-06-11,02:41,7.9,0,14,62,192,0.7,1017.9,1.5
2023-06-11,02:51,11.5,0,14,61,144,1,1017.7,1.5
2023-06-11,03:01,15.7,0,13.8,62,152,0.9,1017.7,1.5
2023-06-11,03:11,19.3,0,13.9,61,154,1,1017.5,1.8
2023-06-11,03:21,22.2,0,13.7,63,138,0.8,1017.4,1.8
2023-06-11,03:31,27,0,13.9,62,142,1.2,1017.2,2.4
2023-06-11,03:41,31.2,0,13.7,63,134,1.6,1017.2,2.7
2023-06-11,03:51,33.8,0,14.2,61,142,1.2,1017.2,2.1
2023-06-11,04:01,36.4,0,14.5,60,115,1.2,1017.2,2.1
2023-06-11,04:11,40,0,15.4,56,124,1.3,1017.2,2.7
2023-06-11,04:21,81.7,5.7,16.2,53,121,1,1017.4,1.8
2023-06-11,04:31,112.8,10,14.8,62,358,1.6,1017.4,3
2023-06-11,04:41,131.7,10,14.8,66,340,1.5,1017.4,2.7
2023-06-11,04:51,72.4,5,15.7,61,6,0.7,1017.4,2.4
2023-06-11,05:01,61.3,1.3,15.4,62,96,0.8,1017.4,1.5
2023-06-11,05:11,182.2,9.3,16.5,54,100,1.3,1017.2,2.4
2023-06-11,05:21,245.3,10,17,56,116,1.5,1017.2,3
2023-06-11,05:31,263.5,10,17.4,52,108,1.4,1017.2,2.7
2023-06-11,05:41,282,10,17.4,52,109,1.4,1017.2,2.1
2023-06-11,05:51,304.7,10,17.7,51,113,1.7,1017.2,2.4
2023-06-11,06:01,326.6,10,18,51,114,2.3,1017,3.6
2023-06-11,06:11,345.5,10,18.6,50,115,2.1,1017,3.6
2023-06-11,06:21,340,10,19,48,126,1.6,1017.2,2.7
2023-06-11,06:31,368.2,10,19.3,48,134,1.7,1017.2,3
2023-06-11,06:41,394.8,10,19.5,43,144,2.7,1017.7,5.7
2023-06-11,06:51,429.2,10,19.7,43,145,3.9,1017.2,6
2023-06-11,07:01,443.5,10,20,41,154,4,1017.4,6.6
2023-06-11,07:11,468.4,10,20,40,160,4.1,1017.7,6.9
2023-06-11,07:21,490.8,10,20.2,39,157,4.2,1017.7,6.6
2023-06-11,07:31,510.9,10,20.4,39,152,4.3,1017.2,8.4
2023-06-11,07:41,529.5,10,20.1,37,147,4.4,1017.4,7.8
2023-06-11,07:51,553.1,10,20.4,38,143,5.2,1017.7,8.4
2023-06-11,08:01,576.2,10,20.6,38,162,4.6,1017.2,8.1
2023-06-11,08:11,596.6,10,20.7,38,152,4,1017.7,6.9
2023-06-11,08:21,617.2,10,20.7,37,145,4.8,1017.2,7.5
2023-06-11,08:31,637,10,20.5,36,154,5.1,1017.2,10.7
2023-06-11,08:41,657.6,10,20.8,37,164,6.2,1017.2,8.7
2023-06-11,08:51,677.2,10,21.1,37,163,4.8,1017,8.4
2023-06-11,09:01,693.3,10,20.8,36,158,5,1017.4,8.7
2023-06-11,09:11,710.7,10,20.7,37,154,5.8,1017,9.3
2023-06-11,09:21,726.7,10,20.8,37,156,5.7,1016.9,9
2023-06-11,09:31,742.4,10,20.8,37,157,5.5,1017.2,7.8
2023-06-11,09:41,757.4,10,21.1,36,156,4,1017,7.5
2023-06-11,09:51,768.5,10,21.3,36,160,4.5,1017.2,8.1
2023-06-11,10:01,777.5,10,21.3,35,160,4.3,1017,6.6
2023-06-11,10:11,787.3,10,21.4,35,153,3.7,1017,5.7
2023-06-11,10:21,792.2,10,21.4,35,151,3.4,1016.7,6.6
2023-06-11,10:31,795.6,10,21.7,33,150,2.5,1016.7,5.7
2023-06-11,10:41,801.4,10,22,33,139,2.5,1016.7,5.4
2023-06-11,10:51,805.3,10,22.2,33,154,2.9,1016.7,5.4
2023-06-11,11:01,810.4,10,22.6,33,165,2.8,1016.7,5.1
2023-06-11,11:11,814.5,10,23.1,31,175,2.8,1016.5,6
2023-06-11,11:21,817.3,10,22.6,31,132,2.4,1016.2,4.8
2023-06-11,11:31,760.3,10,23.1,32,170,2.9,1016.5,6.3
2023-06-11,11:41,819.9,10,23.2,31,136,1.5,1016.5,4.2
2023-06-11,11:51,814.4,10,22.8,31,146,2.2,1016.2,4.8
2023-06-11,12:01,809.1,10,23.7,31,151,1.9,1016.2,4.5
2023-06-11,12:11,802,10,23.4,31,207,2.2,1015.9,4.8
2023-06-11,12:21,773.3,10,23.6,31,247,2.7,1016,5.1
2023-06-11,12:31,769.5,10,23,31,259,2.8,1016.2,5.4
2023-06-11,12:41,773.1,10,24.3,31,224,1.6,1016.4,4.2
2023-06-11,12:51,774.4,10,23.9,30,215,1.7,1016.2,5.7
2023-06-11,13:01,764.2,10,23.7,31,214,2.1,1015.9,4.5
2023-06-11,13:11,753.1,10,24.5,32,216,1.7,1016.2,3.9
2023-06-11,13:21,759.1,10,22.2,36,336,3.1,1016,6
2023-06-11,13:31,770,10,21.8,37,338,5.1,1016,7.2
2023-06-11,13:41,763.4,10,21.9,37,313,4.4,1016.2,6.9
2023-06-11,13:51,757.6,10,21.4,38,320,5.2,1016.4,7.2
2023-06-11,14:01,751.8,10,21.1,37,321,4.8,1016,6.9
2023-06-11,14:11,745.7,10,21.4,37,320,4.3,1016.4,6.9
2023-06-11,14:21,738.6,10,21,38,316,4.1,1016,6.6
2023-06-11,14:31,725.1,10,20.8,39,330,4.2,1015.9,6.3
2023-06-11,14:41,708.2,10,21.1,39,333,4.3,1015.9,6
2023-06-11,14:51,688.7,10,20.7,39,335,4.2,1016,5.4
2023-06-11,15:01,671.9,10,21.2,39,334,4.3,1015.9,5.4
2023-06-11,15:11,645.2,10,20.9,39,332,3.7,1016,5.4
2023-06-11,15:21,616.4,10,21.9,38,345,3.2,1015.9,5.1
2023-06-11,15:31,598.7,10,21.5,37,333,3.4,1015.9,5.7
2023-06-11,15:41,511.4,10,21.2,38,329,3.7,1015.5,5.4
2023-06-11,15:51,449,9,21,39,336,3.7,1015.9,5.7
2023-06-11,16:01,475.5,9,20.9,41,331,4.2,1015.9,6
2023-06-11,16:11,497,10,20.7,39,324,4.3,1015.9,6.3
2023-06-11,16:21,461.5,10,20.5,39,313,4.4,1015.5,6.3
2023-06-11,16:31,345.4,7.3,20.1,42,314,4.4,1015.9,6.3
2023-06-11,16:41,423.1,8.7,19.9,41,314,3.8,1016,5.7
2023-06-11,16:51,399.6,8.7,20,42,314,3.4,1015.9,5.4
2023-06-11,17:01,296.8,6.7,19.5,43,319,4.3,1015.9,6.3
2023-06-11,17:11,196.9,2.3,18.7,45,320,4.2,1016,6.3
2023-06-11,17:21,190.2,0.7,18.6,46,316,3.8,1016.2,6
2023-06-11,17:31,319.2,7,18.6,46,329,3.4,1016.4,5.7
2023-06-11,17:41,304.1,9,19.2,45,323,2.8,1016.2,4.8
2023-06-11,17:51,224,7.3,18.7,46,306,2.7,1016.5,4.5
2023-06-11,18:01,155.7,4.7,18.1,48,323,4,1016.2,5.4
2023-06-11,18:11,150.3,3.3,18.2,48,319,2.7,1016.4,3.9
2023-06-11,18:21,164.6,4.3,17.8,51,335,3.4,1016.2,5.1
2023-06-11,18:31,165,7,17.7,49,301,2.3,1016.2,3.6
2023-06-11,18:41,175.9,9.3,18,49,291,1.9,1016.5,3
2023-06-11,18:51,165.7,10,18,48,275,1.9,1016.5,3.6
2023-06-11,19:01,138.4,10,18,48,311,1.6,1016.7,2.7
2023-06-11,19:11,108.1,10,18,49,297,1.3,1016.2,2.4
2023-06-11,19:21,82.6,10,18.2,48,272,0.8,1016.2,1.5
2023-06-11,19:31,82.2,10,18,50,,0.8,1016.7,1.5
2023-06-11,19:41,72.9,10,18.2,49,249,0.8,1016.5,1.2
2023-06-11,19:51,50.9,4,18.3,49,249,0.5,1016.7,0.9
2023-06-11,20:01,30.8,0,17.9,50,249,0.7,1016.7,1.5
2023-06-11,20:11,20.8,0,17.5,52,249,0.6,1016.2,1.2
2023-06-11,20:21,15.5,0,17.4,54,135,1.1,1016.5,2.1
2023-06-11,20:31,10.3,0,17.2,54,157,1,1016.2,1.8
2023-06-11,20:41,7.6,0,17,54,168,0.5,1016.4,0.9
2023-06-11,20:51,4.7,0,17,54,168,0.5,1016.5,1.2
2023-06-11,21:01,2.1,0,16.8,55,169,0.5,1016.5,0.9
2023-06-11,21:11,0.9,0,16.7,54,190,0.8,1016.2,1.8
2023-06-11,21:21,0.1,0,16.6,56,167,0.8,1016.2,1.8
2023-06-11,21:31,-0.6,0,16.5,54,130,0.8,1016,1.2
2023-06-11,21:41,-0.1,0,16.4,54,131,0.2,1016,0.9
2023-06-11,21:51,0.6,0,16.5,54,131,0.2,1016,0.9
2023-06-11,22:01,0.9,0,16.8,53,131,0.6,1016,0.9
2023-06-11,22:11,0.5,0,16.7,52,247,0.8,1016,1.2
2023-06-11,22:21,0.7,0,16.7,56,297,0.9,1016,1.5
2023-06-11,22:31,-0.1,0,16.5,60,304,0.8,1016,1.2
2023-06-11,22:41,-0.1,0,16.5,60,293,1.1,1015.9,1.8
2023-06-11,22:51,-0.9,0,16.4,58,318,1,1015.9,1.8
2023-06-11,23:01,-1.5,0,16.3,56,287,1.1,1015.9,1.8
2023-06-11,23:11,-1.7,0,16.1,56,285,0.9,1015.9,1.8
2023-06-11,23:21,-1.7,0,15.9,58,291,0.7,1015.9,1.5
2023-06-11,23:31,-1.2,0,15.7,58,285,0.6,1015.9,1.2
2023-06-11,23:41,-1.6,0,15.7,60,289,0.3,1015.9,0.9
2023-06-11,23:51,-2.1,0,15.5,61,176,0.8,1015.7,1.2
2023-06-12,00:01,-1.6,0,15.5,59,131,0.8,1015.7,2.1
2023-06-12,00:11,-0.7,0,15.5,57,123,1.6,1015.7,2.4
2023-06-12,00:21,0.4,0,15.6,58,132,1.2,1015.7,1.8
2023-06-12,00:31,1,0,15.6,58,150,0.8,1015.7,1.8
2023-06-12,00:41,0.8,0,15.6,58,154,1,1015.7,1.8
2023-06-12,00:51,-1.2,0,15.5,58,148,0.7,1015.7,1.5
2023-06-12,01:01,-1.2,0,15.9,56,147,0.9,1015.7,1.8
2023-06-12,01:11,-0.9,0,16.2,54,137,1.1,1015.7,1.8
2023-06-12,01:21,0.3,0,16.7,52,126,1.3,1015.5,1.8
2023-06-12,01:31,1.5,0,17,50,113,1.5,1015.7,2.1
2023-06-12,01:41,2.1,0,17.8,47,123,1.6,1015.5,2.1
2023-06-12,01:51,1.7,0,17.8,47,122,1.9,1015.5,2.7
2023-06-12,02:01,2.3,0,17.8,47,125,1.8,1015.7,2.7
2023-06-12,02:11,3.1,0,18,46,122,1.6,1015.7,2.4
2023-06-12,02:21,3.8,0,18.3,44,131,1.7,1015.5,2.7
2023-06-12,02:31,4.5,0,18.3,43,127,1.5,1015.5,2.7
2023-06-12,02:41,6.9,0,18.5,41,137,1.5,1015.5,2.7
2023-06-12,02:51,11.2,0,18.4,42,125,1.5,1015.5,3
2023-06-12,03:01,13.3,0,18.6,39,142,1.9,1015.5,3.3
2023-06-12,03:11,16,0,18.7,39,153,1.8,1015.7,3
2023-06-12,03:21,18.8,0,18.5,40,146,1.8,1015.5,3
2023-06-12,03:31,25.9,0,18.4,40,145,1.7,1015.7,3
2023-06-12,03:41,35.1,0,18.5,40,149,2,1015.7,3.9
