Dato,Tid,Globalstraling,Solskinstid,Lufttemperatur,"Relativ luftfuktighet",Vindretning,Vindstyrke,Lufttrykk,Vindkast
2023-01-27,19:10,0.2,0,2.3,88,155,6.4,1017,9.3
2023-01-27,19:20,0.2,0,2.3,88,160,6.7,1017.4,9.6
2023-01-27,19:30,0.3,0,2.5,88,162,5.9,1017.4,7.8
2023-01-27,19:40,0.2,0,2.5,88,153,6,1017,8.1
2023-01-27,19:50,0.3,0,2.5,88,154,,1017,8.1
2023-01-27,20:00,0.3,0,2.6,88,153,5.9,1017.2,8.1
2023-01-27,20:10,0.3,0,2.6,88,147,6.3,1017.2,8.4
2023-01-27,20:20,0.2,0,2.6,88,150,5.6,1017,9
2023-01-27,20:30,,0,2.7,88,152,5.3,1017,8.4
2023-01-27,20:40,0.3,0,2.8,88,152,5.7,1016.9,7.8
2023-01-27,20:50,0.4,0,2.9,88,158,5.5,1016.7,7.8
2023-01-27,21:00,0.4,0,3,88,153,4.9,1016.4,7.2
2023-01-27,21:10,0.4,0,3.1,88,157,6,1016.2,8.4
2023-01-27,21:20,0.4,0,3,88,158,5.7,1015.5,8.1
2023-01-27,21:30,0.5,0,3.3,88,160,6,1015.7,8.7
2023-01-27,21:40,0.6,0,3.3,88,166,7.2,1015.2,10.7
2023-01-27,21:50,0.5,0,3.2,88,165,7.8,1015.2,10.4
2023-01-27,22:00,0.4,0,3.2,88,161,8,1015.2,10.4
2023-01-27,22:10,0.2,0,3.2,88,158,7.1,1015.2,9.9
2023-01-27,22:20,0.2,0,3.2,88,150,6.4,1015,9
2023-01-27,22:30,0,0,3.1,89,144,4.9,1014.8,8.1
2023-01-27,22:40,0.1,0,3.2,90,147,5.5,1014.7,9
2023-01-27,22:50,0.1,0,3.2,90,139,4.9,1014.7,7.2
2023-01-27,23:00,0.2,0,3.4,91,148,4.4,1014.8,7.2
2023-01-27,23:10,0.3,0,3.4,91,144,5.2,1014.7,7.5
2023-01-27,23:20,0.2,0,3.6,92,143,5.1,1014.5,7.2
2023-01-27,23:30,0.2,0,3.6,92,153,4.3,1014.3,6.9
2023-01-27,23:40,0.3,0,3.7,92,152,3.6,1014.3,5.7
2023-01-27,23:50,0.2,0,3.9,92,154,4.8,1014,6.9
2023-01-28,00:00,0.2,0,4,92,145,4,1013.8,6.3
2023-01-28,00:10,0.2,0,3.9,92,145,4.6,1013.8,7.8
2023-01-28,00:20,0.1,0,4,92,139,4.9,1014,8.7
2023-01-28,00:30,0.1,0,4,92,138,5,1013.7,7.8
2023-01-28,00:40,0,0,4,92,132,4.1,1013.3,6
2023-01-28,00:50,0,0,4.1,92,131,3.9,1013.5,6.3
2023-01-28,01:00,0.1,0,4.3,92,150,2.9,1013.5,6.3
2023-01-28,01:10,0.2,0,4.5,92,164,2.8,1013.3,5.4
2023-01-28,01:20,0.1,0,4.5,92,149,4,1013.2,6
2023-01-28,01:30,-0,0,4.4,92,156,2.7,1013.2,5.7
2023-01-28,01:40,0,0,4.4,93,81,2.2,1013.3,3.6
2023-01-28,01:50,0,0,4.5,93,97,3,1013.2,4.8
2023-01-28,02:00,0,0,4.5,93,109,2.2,1013.2,3
2023-01-28,02:10,-0,0,4.5,93,119,2.1,1013.2,3.3
2023-01-28,02:20,-0.1,0,4.6,93,121,2.3,1013,3.3
2023-01-28,02:30,-0.4,0,4.6,93,111,1.7,1013.2,3
2023-01-28,02:40,-0.3,0,4.6,93,118,2,1013,3
2023-01-28,02:50,0.1,0,4.7,93,127,1.9,1013,3
2023-01-28,03:00,0.2,0,4.9,94,236,1.9,1013.2,5.1
2023-01-28,03:10,0.2,0,5.1,93,284,3.1,1013.3,6.3
2023-01-28,03:20,-0.1,0,4.9,93,285,2.1,1013.2,6
2023-01-28,03:30,-0.6,0,5.1,92,325,0.9,1013.2,1.8
2023-01-28,03:40,-1.3,0,5,91,334,0.6,1013.3,1.8
2023-01-28,03:50,-1.6,0,4.7,90,84,0.7,1013.3,1.5
2023-01-28,04:00,-1.6,0,4.7,90,38,0.8,1013.5,3.3
2023-01-28,04:10,-0.7,0,4.7,90,59,0.4,1013.5,0.9
2023-01-28,04:20,-0.7,0,4.5,89,83,0.5,1013.5,0.9
2023-01-28,04:30,-0,0,4.7,89,98,0.9,1013.5,1.5
2023-01-28,04:40,-0.2,0,4.7,88,136,1,1013.5,1.8
2023-01-28,04:50,-0.2,0,4.9,87,270,0.7,1013.5,2.1
2023-01-28,05:00,-0.4,,4.9,87,95,0.8,1013.7,2.1
2023-01-28,05:10,-0.1,0,4.9,87,256,0.6,1013.7,3.3
2023-01-28,05:20,0.3,0,5.6,85,287,1.9,1013.5,4.5
2023-01-28,05:30,0.5,0,5.7,83,292,2.2,1013.5,4.8
2023-01-28,05:40,0.4,0,4.7,83,304,6.2,1013.7,11.6
2023-01-28,05:50,0.1,0,4.5,84,314,3,1014,6.6
2023-01-28,06:00,-0.1,0,4.3,85,305,2.2,1014.2,3.9
2023-01-28,06:10,-0.2,0,4.1,86,324,0.6,1013.7,1.8
2023-01-28,06:20,-0,0,4,87,219,1.1,1013.7,2.4
2023-01-28,06:30,-0.1,0,4.2,87,273,1.4,1013.7,2.7
2023-01-28,06:40,0.1,0,4.5,87,308,1.7,1013.8,3.6
2023-01-28,06:50,-0.2,0,4.1,87,329,1,1013.7,2.4
2023-01-28,07:00,-0.4,0,4.3,87,103,1.7,1013.7,2.7
2023-01-28,07:10,-0.5,0,4.1,87,145,1.6,1013.8,2.4
2023-01-28,07:20,-1.1,0,4.3,87,154,1.2,1013.7,2.1
2023-01-28,07:30,-1.2,0,4.1,87,146,1.1,1014,1.8
2023-01-28,07:40,-0,0,4,87,146,1.5,1013.8,2.4
2023-01-28,07:50,1.7,0,3.6,88,151,2.2,1014.2,3
2023-01-28,08:00,2.5,0,3.6,89,133,1.8,1014,2.7
2023-01-28,08:10,1.4,0,3.5,89,115,1.9,1014,2.7
2023-01-28,08:20,2.2,0,3.4,90,137,1.5,1014.5,3
2023-01-28,08:30,6.1,0,3.5,90,101,1.3,1014.3,2.4
2023-01-28,08:40,9.9,0,3.6,91,57,1.5,1014.3,3
2023-01-28,08:50,13.5,0,3.8,91,63,1,1014.3,1.5
2023-01-28,09:00,14.7,0,3.7,91,97,1.1,1014.7,1.8
2023-01-28,09:10,27.8,0,4,91,133,1.4,1014.5,1.8
2023-01-28,09:20,46.1,0,4,91,142,1.6,1014.5,2.1
2023-01-28,09:30,29.5,0,3.9,90,136,1,1014.7,2.1
2023-01-28,09:40,84.2,0,4.1,91,266,0.9,1014.5,2.4
2023-01-28,09:50,71.9,0,4.2,91,78,0.8,1014.7,1.8
2023-01-28,10:00,64.4,0,4,91,125,1.2,1014.5,2.1
2023-01-28,10:10,106.5,0,4.3,91,157,1.6,1014.3,2.1
2023-01-28,10:20,124.6,0,4.7,91,165,1.2,1014.2,2.4
2023-01-28,10:30,125.4,0,4.8,90,144,1.2,1014,1.8
2023-01-28,10:40,138.4,0,4.5,89,125,1,1014,2.4
2023-01-28,10:50,147.7,0,4.4,89,115,1.3,1014,2.1
2023-01-28,11:00,175.8,0,4.4,89,122,1.3,1014,2.1
2023-01-28,11:10,136,0,5,90,136,0.8,1014.2,1.8
2023-01-28,11:20,79.3,0,4.6,88,116,1,1014,1.8
2023-01-28,11:30,65.9,,4.5,88,132,1.2,1014,1.8
2023-01-28,11:40,92.6,0,4.6,88,131,1.3,1013.8,2.1
2023-01-28,11:50,94.4,0,4.7,88,113,0.9,1013.7,1.8
2023-01-28,12:00,107.3,0,4.9,87,123,0.7,1013.5,1.8
2023-01-28,12:10,71.8,0,5.1,86,101,0.9,1013.5,1.5
2023-01-28,12:20,68.1,0,5,86,104,0.8,1013.7,1.5
2023-01-28,12:30,127.6,0,5.3,86,120,0.6,1013.7,1.5
2023-01-28,12:40,136.1,0,5.2,86,156,1.2,1013.5,1.8
2023-01-28,12:50,121.4,0,5.4,86,143,1.5,1013.5,2.1
2023-01-28,13:00,62.8,0,5.3,86,150,1,1013.5,2.1
2023-01-28,13:10,39.2,0,5.4,86,166,1,1013.5,1.8
2023-01-28,13:20,35.3,0,5.5,86,162,0.9,1013.5,1.8
2023-01-28,13:30,34.3,0,5.6,86,175,0.2,1013.5,2.4
2023-01-28,13:40,34.9,0,5.9,85,279,1.2,1013.7,3
2023-01-28,13:50,38.9,0,6.1,83,301,2,1013.3,3.6
2023-01-28,14:00,33.9,0,6.1,83,315,1.3,1013.5,3
2023-01-28,14:10,25.7,0,6,83,282,0.9,1013.3,2.1
2023-01-28,14:20,25.4,0,6.1,83,294,1.3,1013.3,4.2
2023-01-28,14:30,33.8,0,6.1,83,328,1.3,1013.5,3.3
2023-01-28,14:40,30.2,0,6.1,82,294,1.6,1013.5,2.7
2023-01-28,14:50,18.9,0,6,82,279,1.7,1013.5,3
2023-01-28,15:00,15.7,0,6,82,282,2.2,1013.3,4.2
2023-01-28,15:10,12.6,0,6,82,283,1.9,1013.2,4.5
2023-01-28,15:20,6.1,0,6,82,286,2.2,1013.2,3.9
2023-01-28,15:30,3.3,0,5.9,83,289,1.6,1013.2,3
2023-01-28,15:40,2,0,5.9,83,,1.6,1013.2,3.3
2023-01-28,15:50,1.2,0,5.6,83,304,3.8,1013.2,6.3
2023-01-28,16:00,0.6,0,5.4,82,310,2.3,1013.2,4.5
2023-01-28,16:10,0.3,0,5.3,81,294,1.6,1013,3.3
2023-01-28,16:20,-0.3,0,5,81,311,0.2,1013,0.9
2023-01-28,16:30,-0.6,0,4.9,82,346,0.1,1013,0.6
2023-01-28,16:40,-1,0,4.8,82,349,0.1,1012.8,0.6
2023-01-28,16:50,-0.3,0,4.9,83,98,0.8,1012.7,1.5
2023-01-28,17:00,-0.9,0,4.8,83,127,1.7,1012.7,2.4
2023-01-28,17:10,-0.6,0,4.7,83,118,1.4,1012.5,2.1
2023-01-28,17:20,0.2,0,4.7,85,136,2.1,1012.3,3.3
2023-01-28,17:30,0.2,0,4.7,86,145,1.9,1012.3,3
2023-01-28,17:40,-0.1,0,4.4,87,105,1.3,1012.2,2.7
2023-01-28,17:50,-0.1,0,4.3,88,118,1.3,1012,2.4
2023-01-28,18:00,-0.1,0,4.2,89,105,1.6,1012.2,2.7
2023-01-28,18:10,-0.1,0,4.3,89,106,1.5,1012,2.4
2023-01-28,18:20,-0.1,0,4.3,89,124,1.8,1012,2.7
2023-01-28,18:30,-0.2,0,4.5,89,146,1.9,1012.2,2.7
2023-01-28,18:40,-0.6,0,4.4,89,116,1.6,1011.8,3
2023-01-28,18:50,-0.4,0,4.4,89,116,2.1,1011.6,3.6
2023-01-28,19:00,-0.1,0,4.6,89,137,1.9,1011.6,3
2023-01-28,19:10,-0.3,0,4.7,88,131,2.2,1011.5,3.6
2023-01-28,19:20,-0.3,0,4.4,88,103,1.8,1011.3,2.7
2023-01-28,19:30,-0.4,0,4.4,88,86,1.8,1011.3,2.7
2023-01-28,19:40,-0.2,0,4.5,88,96,1.5,1011.3,2.7
2023-01-28,19:50,0.1,0,4.5,89,50,0.7,1011.1,2.1
2023-01-28,20:00,0.1,0,4.7,89,227,1,1011.1,3.3
2023-01-28,20:10,0.1,0,4.9,88,176,2.2,1011,3.9
2023-01-28,20:20,0.1,0,4.9,88,166,2.2,1011,4.5
2023-01-28,20:30,0.1,0,4.8,88,167,2.5,1011,4.2
2023-01-28,20:40,0,0,4.8,88,186,0.9,1011,3
2023-01-28,20:50,0.1,0,4.9,88,181,1.8,1010.8,3.3
2023-01-28,21:00,-0,0,5,88,177,1,1010.8,2.7
2023-01-28,21:10,-0.3,0,5.2,88,223,2,1010.8,4.2
2023-01-28,21:20,-0.5,0,5,87,181,1.6,1010.6,3
2023-01-28,21:30,-0.2,0,5.2,87,206,1.1,1010.6,3
2023-01-28,21:40,-0.1,0,5.1,87,182,1,1010.5,2.1
2023-01-28,21:50,0,0,5.1,87,166,1.1,1010.3,3.3
2023-01-28,22:00,0,0,5.1,87,198,1.3,1010.1,3
2023-01-28,22:10,0.1,0,5,88,158,2.5,1010.3,3.6
2023-01-28,22:20,0,0,4.9,88,321,1.6,1010.1,3.9
2023-01-28,22:30,-0.1,0,4.8,89,174,1.5,1010.1,3
2023-01-28,22:40,0.1,0,4.9,90,201,1,1009.6,3
2023-01-28,22:50,0.2,0,5.2,89,274,1.3,1009.3,3
2023-01-28,23:00,0.2,0,5.4,88,201,2,1009.3,5.1
2023-01-28,23:10,0.1,0,5.2,88,152,0.6,1009.3,2.1
2023-01-28,23:20,0.1,0,5.2,88,197,1.5,1009.3,3.6
2023-01-28,23:30,0,0,4.9,89,169,0.8,1009.3,2.1
2023-01-28,23:40,0.2,0,5.3,89,237,1.3,1009,3.6
2023-01-28,23:50,0.1,0,5.4,89,231,1.8,1009,5.1
2023-01-29,00:00,0.1,0,5.6,89,248,2.1,1009,3.9
2023-01-29,00:10,0.2,0,5.6,88,241,2.2,1009,5.4
2023-01-29,00:20,0.2,0,5.5,87,249,2.5,1008.6,5.4
2023-01-29,00:30,0.1,0,5.5,87,219,1.9,1008.6,3.9
2023-01-29,00:40,0.2,0,5.5,87,134,1.2,1008.4,2.7
2023-01-29,00:50,0.2,0,5.5,87,138,0.8,1008.3,2.4
2023-01-29,01:00,0.1,0,5.3,88,148,1.1,1008.1,2.4
2023-01-29,01:10,0.1,0,5.2,88,147,0.6,1008.1,1.8
2023-01-29,01:20,0.1,0,5.1,89,211,1.2,1007.8,3.9
2023-01-29,01:30,0.2,0,5.5,89,242,2.7,1007.6,5.4
2023-01-29,01:40,0.1,0,5.5,88,212,1.2,1007.4,3.6
2023-01-29,01:50,0.1,0,5.3,,131,2.2,1007.1,3.6
2023-01-29,02:00,0.1,0,5.2,89,147,1.6,1007.1,3
2023-01-29,02:10,0.1,0,5.2,90,131,1.8,1007.1,2.7
2023-01-29,02:20,0.1,0,5.3,91,108,1,1006.8,2.4
2023-01-29,02:30,0.2,0,5.3,91,88,1.2,1006.6,2.7
2023-01-29,02:40,0.3,0,5.6,92,90,1.7,1006.4,4.5
2023-01-29,02:50,0.2,0,5.7,92,129,1.9,1006.3,5.4
2023-01-29,03:00,0.3,0,5.9,92,151,2.1,1005.9,5.7
2023-01-29,03:10,0.2,0,5.9,91,145,1.3,1005.8,3.3
2023-01-29,03:20,0.1,0,5.9,91,109,1,1005.6,2.7
2023-01-29,03:30,0.1,0,5.9,91,127,1.3,1005.4,4.2
2023-01-29,03:40,0,0,5.9,91,137,1.5,1005.1,3.9
2023-01-29,03:50,-0,,5.9,91,148,2.5,1004.7,4.8
2023-01-29,04:00,0,0,6,91,151,3.6,1004.4,6
2023-01-29,04:10,0.2,0,6,,145,4,1004.2,7.2
2023-01-29,04:20,0.2,0,5.9,90,146,4.2,1004.2,7.2
2023-01-29,04:30,0.2,0,5.8,90,150,3.2,1003.9,6
2023-01-29,04:40,0.2,0,5.9,90,146,4,1003.7,7.5
2023-01-29,04:50,0.2,0,5.8,90,147,4.3,1003.6,7.8
2023-01-29,05:00,0.2,0,5.8,90,144,3.4,1003.4,6.3
2023-01-29,05:10,0.3,0,5.8,89,150,3.6,1003.1,6.3
2023-01-29,05:20,0.2,0,5.7,89,142,4.3,1002.7,7.2
2023-01-29,05:30,0.3,0,5.8,90,137,5.5,1002.6,9.9
2023-01-29,05:40,0.2,0,5.6,90,140,5.3,1002.6,11.3
2023-01-29,05:50,0.3,0,5.5,90,139,4.9,1002.4,7.5
2023-01-29,06:00,0.4,0,5.5,90,145,5.4,1002.2,11.3
2023-01-29,06:10,0.4,0,5.4,89,144,5.5,1002,9.3
2023-01-29,06:20,0.4,0,5.2,89,145,5.9,1002,9.9
2023-01-29,06:30,0.5,0,5.3,89,149,6.7,1001.7,13.4
2023-01-29,06:40,0.5,0,5.3,88,145,7.2,1001.2,12.8
2023-01-29,06:50,0.4,0,5.2,89,144,6.2,1001,9.6
2023-01-29,07:00,0.4,0,5.1,89,139,5.9,1000.9,9.3
2023-01-29,07:10,0.4,0,5.3,90,138,6.7,1000.7,10.7
2023-01-29,07:20,0.3,0,5.3,90,138,6.3,1000.5,10.7
2023-01-29,07:30,0.3,0,5.4,91,133,6.3,1000,9.3
2023-01-29,07:40,0.3,0,5.4,92,139,6.9,1000,12.2
2023-01-29,07:50,,0,5.5,92,138,6.6,999.9,11
2023-01-29,08:00,0.4,0,5.5,92,137,6.9,999.4,10.7
2023-01-29,08:10,0.6,0,5.5,92,138,6.9,999.2,9.9
2023-01-29,08:20,0.8,0,5.5,92,138,6.7,999,9.9
2023-01-29,08:30,1,0,5.6,93,144,6.6,999,10.4
2023-01-29,08:40,1.2,0,5.6,93,141,7.3,998.8,11.3
2023-01-29,08:50,1.4,0,5.6,93,141,6.6,998.5,10.2
2023-01-29,09:00,2.2,0,5.6,93,141,6.9,998.2,10.4
2023-01-29,09:10,3,0,5.6,93,,6.7,997.8,10.4
2023-01-29,09:20,3.4,0,5.6,93,139,6.2,997.8,9.3
2023-01-29,09:30,5,0,5.6,93,137,5.7,997.7,9
2023-01-29,09:40,5.7,0,5.5,93,138,5.8,997.3,8.7
2023-01-29,09:50,5.6,0,5.5,93,134,5.6,997.2,9.6
2023-01-29,10:00,5.1,0,5.5,94,134,5.5,997,8.7
2023-01-29,10:10,4.1,0,5.6,94,134,6.3,996.8,10.4
2023-01-29,10:20,5.7,0,5.8,94,134,6.1,996.5,9
2023-01-29,10:30,7,0,5.9,94,134,6.3,996.2,9.6
2023-01-29,10:40,7.4,0,5.9,94,136,6.3,995.8,10.2
2023-01-29,10:50,7.1,0,6,94,134,6.1,995.5,9.6
2023-01-29,11:00,8.7,0,6.1,94,135,5.8,995.3,9.3
2023-01-29,11:10,6.9,0,6.1,95,134,6,994.8,9.6
2023-01-29,11:20,6.1,0,6.1,95,137,5.9,994.3,9.3
2023-01-29,11:30,7.1,0,6.2,95,136,5.6,994.5,9.9
2023-01-29,11:40,6.6,0,6.3,95,141,5.3,994.1,8.1
2023-01-29,11:50,5.4,0,6.3,95,140,4.9,994,8.4
2023-01-29,12:00,,0,6.5,95,139,4.5,993.8,8.1
2023-01-29,12:10,5.4,0,6.6,95,138,4.2,993.6,7.2
2023-01-29,12:20,5,0,6.9,95,144,4.6,993.1,8.1
2023-01-29,12:30,5.5,0,7,95,145,5.1,993,8.4
2023-01-29,12:40,5.6,0,7,95,148,4.3,992.6,7.8
2023-01-29,12:50,7.6,0,7,95,144,4.9,991.9,8.1
2023-01-29,13:00,10.4,0,7,95,144,6,991.3,9.9
2023-01-29,13:10,11.2,0,7,95,140,5.7,991.1,9
2023-01-29,13:20,9.2,0,6.9,95,139,5.2,990.6,8.4
2023-01-29,13:30,5.9,0,7,95,138,5.5,990.3,9.6
2023-01-29,13:40,5.7,0,6.9,95,137,4.6,989.9,9.3
2023-01-29,13:50,5.5,0,7,95,143,5.3,989.4,8.7
2023-01-29,14:00,4.4,0,7,95,145,3.8,989.4,8.4
2023-01-29,14:10,3.4,0,7,95,145,2.6,989.1,5.7
2023-01-29,14:20,3.4,0,7.2,95,164,2.8,988.7,8.4
2023-01-29,14:30,2.7,0,7.3,95,123,2.8,988.4,7.5
2023-01-29,14:40,2.6,0,7.4,95,154,2,988.4,5.7
2023-01-29,14:50,2.5,0,7.6,95,265,2.6,987.9,7.2
2023-01-29,15:00,2,0,7.8,95,266,3.1,987.9,11.6
2023-01-29,15:10,1.4,0,8,95,196,3.1,987.4,7.8
2023-01-29,15:20,1.7,0,8,94,237,3.1,987.1,7.2
2023-01-29,15:30,1.5,0,8.1,93,250,2.8,986.9,9.9
2023-01-29,15:40,1.1,0,8.2,93,256,3.5,987.1,10.2
2023-01-29,15:50,2,0,8.3,92,246,5.9,986.7,17.3
2023-01-29,16:00,1.3,0,8.3,92,244,5.1,986.6,15.2
2023-01-29,16:10,0.8,0,8.5,92,256,7.3,986,15.5
2023-01-29,16:20,0.5,0,8.3,90,251,7.3,986.4,14.3
2023-01-29,16:30,0.9,0,8.5,89,255,5.7,986.2,15.5
2023-01-29,16:40,1,0,8.4,88,271,5.6,986,13.7
2023-01-29,16:50,1.3,0,8.5,87,261,5.6,985.9,12.8
2023-01-29,17:00,0.6,0,8,85,254,5.8,985.7,14.3
2023-01-29,17:10,1,0,7.6,83,284,5.6,985.9,10.7
2023-01-29,17:20,1.4,0,7.4,80,280,6.5,986,14.9
2023-01-29,17:30,1.7,0,7.5,80,285,5.7,985.4,13.1
2023-01-29,17:40,1.5,0,7.4,79,292,4.9,985.7,9.6
2023-01-29,17:50,1.9,0,7.3,76,293,5,985.9,9.9
2023-01-29,18:00,2.8,0,7,70,288,8,985.9,19.4
2023-01-29,18:10,2.2,0,6.8,70,292,7.2,985.9,13.4
2023-01-29,18:20,2.1,0,6.5,72,285,5.5,985.9,11
2023-01-29,18:30,1.8,0,6.3,72,282,7.5,986,14.3
2023-01-29,18:40,1.3,0,6.2,72,289,5.6,985.9,11
2023-01-29,18:50,1.5,0,6.1,74,284,4.9,985.9,10.4
2023-01-29,19:00,1.7,0,6.3,74,278,5.3,985.7,11
2023-01-29,19:10,1.6,0,6.3,73,268,6.4,985.5,12.5
2023-01-29,19:20,1.3,0,6.2,72,276,5.8,985.4,11.9
2023-01-29,19:30,1.4,0,6.2,72,283,5.7,985.4,11
2023-01-29,19:40,1.4,0,6.3,70,285,4.9,985.4,9.3
2023-01-29,19:50,1.4,0,6.3,65,280,7.2,985,16.1
2023-01-29,20:00,1.2,0,6.1,68,298,5.4,984.9,11.6
2023-01-29,20:10,0.8,0,5.9,67,291,5.2,985.4,11.6
2023-01-29,20:20,0.4,0,5.9,67,277,6.3,985.2,11.9
2023-01-29,20:30,0.9,0,5.9,67,285,3.3,985,7.2
2023-01-29,20:40,1.4,0,6,65,282,3.8,984.7,10.2
2023-01-29,20:50,0.8,0,5.9,66,283,5.4,984.7,10.7
2023-01-29,21:00,0.3,0,5.6,67,287,5.2,984.7,11
2023-01-29,21:10,0.4,0,5.4,69,282,4.5,984.7,9.3
2023-01-29,21:20,0.7,0,5.4,71,274,3.8,984.4,11.6
2023-01-29,21:30,0.8,0,5.6,72,282,4,984,9
2023-01-29,21:40,1.1,0,5.8,72,261,3.5,983.7,8.1
2023-01-29,21:50,0.8,0,5.9,69,282,4.7,984,9.3
2023-01-29,22:00,0.6,0,4.5,71,286,7.2,984.2,16.7
2023-01-29,22:10,1,0,4.8,70,294,6.2,983.7,14
2023-01-29,22:20,1.4,0,5.1,68,289,6,983.7,11.3
2023-01-29,22:30,1.4,0,5.3,67,302,5.7,983.5,11.6
2023-01-29,22:40,1.2,0,5.3,70,295,6,983.5,11.3
2023-01-29,22:50,1.2,0,5.4,71,294,6.9,983.4,17.6
2023-01-29,23:00,1.1,0,5.3,70,289,4.9,983.2,10.7
2023-01-29,23:10,0.8,0,5.3,70,279,5.6,983,12.8
2023-01-29,23:20,0.8,0,4.7,70,292,8.5,982.9,16.7
2023-01-29,23:30,0,0,4.7,68,303,6.5,983.2,11.6
2023-01-29,23:40,-0.4,0,4.6,71,289,4.1,983.2,9.6
2023-01-29,23:50,0.2,0,4.8,72,287,3.7,983.2,9
2023-01-30,00:00,1.1,0,5.1,72,285,4,982.9,9
2023-01-30,00:10,0.9,0,5.1,73,269,4.6,982.5,9
2023-01-30,00:20,0.2,0,4.8,73,278,5.4,982.5,10.7
2023-01-30,00:30,0.8,0,4.8,72,285,4.3,982.3,8.1
2023-01-30,00:40,0.7,0,5,72,282,5.7,982.3,13.7
2023-01-30,00:50,,0,4.8,71,282,4.6,982.2,9
2023-01-30,01:00,0.4,0,4.8,71,278,6.3,982.3,10.7
2023-01-30,01:10,0,0,4.8,73,278,5.5,982.2,12.2
2023-01-30,01:20,0.7,0,5,74,276,4.6,982,9.9
2023-01-30,01:30,1,0,5.3,74,282,4.2,981.8,9
2023-01-30,01:40,0.6,0,5.3,72,288,5.3,981.8,12.2
2023-01-30,01:50,0.3,0,5,74,287,5.5,981.7,10.4
2023-01-30,02:00,0.4,0,4.9,74,302,5.1,981.7,11.6
2023-01-30,02:10,0.4,0,4,79,314,6.5,981.8,14
2023-01-30,02:20,0.2,0,3.2,79,320,6.7,982,14.3
2023-01-30,02:30,0.3,0,3.2,82,318,6.1,982.2,11
2023-01-30,02:40,0.4,0,3.6,82,306,4,982.3,8.1
2023-01-30,02:50,0.4,0,3.8,81,308,4.8,982.2,8.7
2023-01-30,03:00,0.3,0,3.2,80,310,6.4,982.5,12.2
2023-01-30,03:10,0.3,0,3.1,83,306,6.9,982.7,11.3
2023-01-30,03:20,0,0,2.9,84,307,4.4,982.5,9.6
2023-01-30,03:30,0.3,0,3.1,84,304,2.6,982.7,5.1
2023-01-30,03:40,0.6,0,3.6,83,305,3.8,982.7,7.8
2023-01-30,03:50,0.7,0,3.6,79,308,4.9,982.7,9.6
2023-01-30,04:00,1.1,0,4.1,74,313,3.5,982.7,7.5
2023-01-30,04:10,1,0,4,75,313,6,982.9,10.2
2023-01-30,04:20,0.7,0,3.9,75,319,5.7,982.9,10.4
2023-01-30,04:30,0.4,0,3.8,75,310,4.8,983,8.7
2023-01-30,04:40,-0.1,0,3.9,75,307,2.8,983,4.8
2023-01-30,04:50,0,0,3.8,77,319,1.8,983.2,3.6
2023-01-30,05:00,0.7,0,3.9,78,320,1.3,983,3.6
2023-01-30,05:10,-0.1,0,3.8,80,307,2.4,983.4,4.8
2023-01-30,05:20,0.2,0,3.9,81,312,3,983.2,5.7
2023-01-30,05:30,0.1,0,4,80,313,2.4,983.4,4.8
2023-01-30,05:40,0.1,0,3.8,80,314,2.8,983.5,5.7
2023-01-30,05:50,0.3,0,3.8,81,320,3.7,984,9.3
2023-01-30,06:00,0.3,0,3.7,82,336,6.4,984.4,12.5
2023-01-30,06:10,0.4,0,3.8,82,331,6.8,984.5,11.6
2023-01-30,06:20,0.3,0,3.6,82,328,7.1,985.2,11.9
2023-01-30,06:30,0.1,0,3.1,84,328,7.2,985.2,12.5
2023-01-30,06:40,0.2,0,3.2,84,330,6.2,985.7,11
2023-01-30,06:50,0.4,0,3.4,84,330,7.9,986,14
2023-01-30,07:00,0.3,0,3.6,83,333,6.4,986.4,9.6
2023-01-30,07:10,0.3,0,3.7,82,332,5.1,986.9,8.7
2023-01-30,07:20,0.7,0,3.9,81,332,4.4,986.9,7.8
2023-01-30,07:30,1.4,0,4.5,77,334,5.1,987.6,8.7
2023-01-30,07:40,2.4,0,4.7,70,332,5.8,987.7,9.6
2023-01-30,07:50,3.2,0,4.9,66,328,8,988.1,13.7
2023-01-30,08:00,3.2,0,4.7,70,318,6.9,988.2,12.2
2023-01-30,08:10,3.5,0,4.8,69,324,8.3,988.7,13.7
2023-01-30,08:20,5,0,4.1,71,340,6.6,989.2,11
2023-01-30,08:30,6.4,0,3.9,73,342,5.6,989.4,9.9
2023-01-30,08:40,7,0,4.6,70,325,6.3,989.6,11.9
2023-01-30,08:50,12.7,0,3.8,72,334,6.6,990.1,10.2
2023-01-30,09:00,29.3,0,4.6,70,328,7.4,990.1,12.5
2023-01-30,09:10,40.5,0,4.5,67,318,8.6,990.4,15.5
2023-01-30,09:20,36,0,4.4,67,318,9,991.1,16.1
2023-01-30,09:30,33.2,0,4.1,70,324,7.9,991.3,13.4
2023-01-30,09:40,28.8,0,3.8,72,336,6.9,991.4,12.2
2023-01-30,09:50,19.9,0,1.8,79,321,10.2,991.6,19.4
2023-01-30,10:00,33,0,2.6,80,321,8.4,992.4,15.5
2023-01-30,10:10,51.4,0,3,79,319,6.6,992.4,11.6
2023-01-30,10:20,91.8,0,1.9,81,328,11,992.6,18.2
2023-01-30,10:30,94.9,0,2.4,82,331,8.7,993,14.9
2023-01-30,10:40,20.1,0,2.6,80,326,7.1,993.1,14
